"plant_id","name","us_state","pattern","type","color_flower","color_foliage","texture_foliage","color_fruit","shape"
"190","ACRU","Acer rubrum","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NB, NF, NS, ON, PE, QC)","Dicot","Tree","Red","Green","Medium","Red","Rounded"
"191","ACRUD","Acer rubrum var. drummondii","USA (AL, AR, DE, FL, GA, IL, IN, KY, LA, MO, MS, NC, NJ, OK, SC, TN, TX, VA)","Dicot","Tree","","","","",""
"192","ACRUR","Acer rubrum var. rubrum","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NB, NF, NS, ON, PE, QC)","Dicot","Tree","","","","",""
"193","ACRUT","Acer rubrum var. trilobum","USA (AL, AR, CT, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV), CAN (NB, NS, ON, QC)","Dicot","Tree","","","","",""
"194","ACSA2","Acer saccharinum","USA (AL, AR, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV), CAN (NB, ON, QC, SK)","Dicot","Tree","Yellow","Green","Medium","Brown","Rounded"
"195","ACSA3","Acer saccharum","USA (AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)","Dicot","Tree, Shrub","Green","Green","Coarse","Brown","Erect"
"196","ACSAS","Acer saccharum var. saccharum","USA (AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)","Dicot","Tree","","","","",""
"197","ACSAS2","Acer saccharum var. schneckii","USA (AL, AR, GA, IL, IN, KY, MO, OH, TN)","Dicot","Tree, Shrub","","","","",""
"198","ACSP2","Acer spicatum","USA (AL, CT, GA, IA, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV), CAN (LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA (SPM)","Dicot","Tree, Shrub","Yellow","Green","Coarse","Brown","Erect"
"199","ACTA80","Acer tataricum","USA (MA, MN, OH, RI)","Dicot","Tree, Shrub","","","","",""
"200","ACHIL","Achillea","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Dicot","","","","","",""
"201","ACAG3","Achillea ageratum","USA (CT, NY)","Dicot","Forb/herb","","","","",""
"202","ACDI6","Achillea distans","USA (MA, NY), CAN (QC)","Dicot","Forb/herb","","","","",""
"203","ACFI","Achillea filipendulina","USA (CA, MI, NY, UT, VT), CAN (ON)","Dicot","Forb/herb","","","","",""
"204","ACLI2","Achillea ligustica","USA (MA, MI, NY, VT)","Dicot","Forb/herb","","","","",""
"205","ACMI2","Achillea millefolium","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Dicot","Forb/herb","White","Green","Fine","Brown","Erect"
"206","ACMIA","Achillea millefolium var. alpicola","USA (AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Dicot","Forb/herb","","","","",""
"207","ACMIA2","Achillea millefolium var. arenicola","USA (CA)","Dicot","Forb/herb","","","","",""
"208","ACMIB","Achillea millefolium var. borealis","USA (AK, MA, ME, MI, NH, WA), CAN (AB, BC, LB, MB, NF, NS, NT, NU, ON, QC, SK, YT), DEN (GL), FRA (SPM)","Dicot","Forb/herb","","","","",""
"209","ACMIC","Achillea millefolium var. californica","USA (CA, ID, OR, WA)","Dicot","Forb/herb","","","","",""
"210","ACMIG","Achillea millefolium var. gigantea","USA (CA)","Dicot","Forb/herb","","","","",""
"211","ACMIL2","Achillea millefolium var. litoralis","USA (OR)","Dicot","Forb/herb","","","","",""
"212","ACMIM2","Achillea millefolium var. millefolium","USA (CA, FL, HI, ID, IL, KS, KY, MA, ME, MI, MN, MO, NJ, NY, OH, OR, PA, RI, VT, WA, WI), CAN (AB, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA (SPM)","Dicot","Forb/herb","","","","",""
"213","ACMIN","Achillea millefolium var. nigrescens","USA (AK, ME, MI, NH, NY), CAN (AB, LB, MB, NF, NT, ON, QC), DEN (GL), FRA (SPM)","Dicot","Forb/herb","","","","",""
"214","ACMIO","Achillea millefolium var. occidentalis","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Dicot","Forb/herb","White","Green","Fine","Brown","Erect"
"215","ACMIP","Achillea millefolium var. pacifica","USA (AK, CA, ID, OR, WA)","Dicot","Forb/herb","","","","",""
"216","ACMIP2","Achillea millefolium var. puberula","USA (CA)","Dicot","Forb/herb","","","","",""
"217","ACNO","Achillea nobilis","USA (MN, MT, NY)","Dicot","Forb/herb","","","","",""
"218","ACPT","Achillea ptarmica","USA (AK, CT, ID, IN, MA, ME, MI, MN, MT, NH, NJ, NY, OH, PA, RI, VT, WA, WI, WV), CAN (AB, LB, MB, NB, NF, NS, ON, PE, QC), DEN (GL), FRA (SPM)","Dicot","Forb/herb","","","","",""
"219","ACSI","Achillea sibirica","USA (AK, MN, MT, ND)","Dicot","Forb/herb","","","","",""
"220","ACHLY","Achlys","USA (CA, OR, WA), CAN (BC)","Dicot","","","","","",""
"221","ACCA6","Achlys californica","USA (CA, OR, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"222","ACTR","Achlys triphylla","USA (CA, OR, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"223","ACHNA","Achnatherum","USA (AK, AR, AZ, CA, CO, ID, KS, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY), CAN (AB, BC, MB, SK, YT)","Monocot","","","","","",""
"224","ACAR14","Achnatherum aridum","USA (AZ, CA, CO, NM, NV, TX, UT)","Monocot","Graminoid","","","","",""
"225","ACBL","Achnatherum ×bloomeri","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Monocot","Graminoid","","","","",""
"226","ACBR5","Achnatherum brachychaetum","USA (CA, OR)","Monocot","Graminoid","","","","",""
"227","ACCA34","Achnatherum capense","USA (CA)","Monocot","Graminoid","","","","",""
"228","ACCA31","Achnatherum caudatum","USA (OR)","Monocot","Graminoid","","","","",""
"229","ACCL7","Achnatherum clandestinum","USA (TX)","Monocot","Graminoid","","","","",""
"230","ACCO22","Achnatherum contractum","USA (CO, MT, WY)","Monocot","Graminoid","","","","",""
"231","ACCO21","Achnatherum coronatum","USA (CA)","Monocot","Graminoid","","","","",""
"232","ACCU6","Achnatherum curvifolium","USA (NM, TX)","Monocot","Graminoid","","","","",""
"233","ACDI10","Achnatherum diegoense","USA (CA)","Monocot","Graminoid","","","","",""
"234","ACEM4","Achnatherum eminens","USA (AZ, NM, TX)","Monocot","Graminoid","","","","",""
"235","ACHE10","Achnatherum hendersonii","USA (ID, OR, WA)","Monocot","Graminoid","","","","",""
"236","ACHY","Achnatherum hymenoides","USA (AR, AZ, CA, CO, ID, KS, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY), CAN (AB, BC, MB, SK, YT)","Monocot","Graminoid","Yellow","Green","Medium","Brown","Erect"
"237","ACLA8","Achnatherum latiglume","USA (CA)","Monocot","Graminoid","","","","",""
"238","ACLE8","Achnatherum lemmonii","USA (AZ, CA, ID, MT, NV, OR, UT, WA), CAN (BC)","Monocot","Graminoid","","","","",""
"239","ACLEL","Achnatherum lemmonii var. lemmonii","USA (AZ, CA, ID, MT, NV, OR, UT, WA)","Monocot","Graminoid","Yellow","Green","Medium","Brown","Semi-Erect"
"240","ACLEP","Achnatherum lemmonii var. pubescens","USA (CA)","Monocot","Graminoid","","","","",""
"241","ACLE9","Achnatherum lettermanii","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WY)","Monocot","Graminoid","Yellow","Green","Medium","Brown","Semi-Erect"
"242","ACLO7","Achnatherum lobatum","USA (AZ, NM, TX)","Monocot","Graminoid","","","","",""
"243","ACNE9","Achnatherum nelsonii","USA (AZ, CA, CO, ID, MT, NM, NV, OR, SD, TX, UT, WA, WY), CAN (AB, BC, SK, YT)","Monocot","Graminoid","","","","",""
"244","ACNED","Achnatherum nelsonii ssp. dorei","USA (AZ, CA, CO, ID, MT, NM, NV, OR, SD, TX, UT, WA, WY), CAN (AB, BC, SK, YT)","Monocot","Graminoid","Yellow","Green","Fine","Brown","Erect"
"245","ACNEN2","Achnatherum nelsonii ssp. nelsonii","USA (AZ, CO, ID, MT, NM, NV, UT, WY), CAN (SK)","Monocot","Graminoid","","","","",""
"246","ACNE10","Achnatherum nevadense","USA (CA, CO, ID, NV, OR, UT, WY)","Monocot","Graminoid","","","","",""
"247","ACOC3","Achnatherum occidentale","USA (AZ, CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC)","Monocot","Graminoid","","","","",""
"248","ACOCC","Achnatherum occidentale ssp. californicum","USA (CA, ID, NV, OR, WA), CAN (AB)","Monocot","Graminoid","","","","",""
"249","ACOCO","Achnatherum occidentale ssp. occidentale","USA (CA)","Monocot","Graminoid","Yellow","Green","Fine","Brown","Erect"
"250","ACOCP","Achnatherum occidentale ssp. pubescens","USA (AZ, CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC)","Monocot","Graminoid","","","","",""
"251","ACPA13","Achnatherum parishii","USA (AZ, CA, NV, UT)","Monocot","Graminoid","","","","",""
"252","ACPAD","Achnatherum parishii var. depauperatum","USA (NV, UT)","Monocot","Graminoid","","","","",""
"253","ACPAP","Achnatherum parishii var. parishii","USA (AZ, CA, NV, UT)","Monocot","Graminoid","","","","",""
"254","ACPE13","Achnatherum perplexum","USA (AZ, NM, TX, UT)","Monocot","Graminoid","","","","",""
"255","ACPI2","Achnatherum pinetorum","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WY)","Monocot","Graminoid","","","","",""
"256","ACRI8","Achnatherum richardsonii","USA (AK, CO, ID, MT, SD, WA, WY), CAN (AB, BC, MB, SK, YT)","Monocot","Graminoid","","","","",""
"257","ACRO7","Achnatherum robustum","USA (AZ, CO, KS, NE, NM, SD, TX, WY)","Monocot","Graminoid","","","","",""
"258","ACSC11","Achnatherum scribneri","USA (CO, NM, OK, TX, WY)","Monocot","Graminoid","","","","",""
"259","ACSP12","Achnatherum speciosum","USA (AZ, CA, CO, NM, NV, OR, UT)","Monocot","Graminoid","Yellow","Green","Medium","Brown","Erect"
"260","ACST7","Achnatherum stillmanii","USA (CA)","Monocot","Graminoid","","","","",""
"261","ACSW3","Achnatherum swallenii","USA (ID, WY)","Monocot","Graminoid","","","","",""
"262","ACTH7","Achnatherum thurberianum","USA (CA, CO, ID, MT, NV, OR, UT, WA, WY)","Monocot","Graminoid","Yellow","Gray-Green","Fine","Brown","Erect"
"263","ACWA","Achnatherum wallowaense","USA (OR)","Monocot","Graminoid","","","","",""
"264","ACWE3","Achnatherum webberi","USA (CA, CO, ID, NV, OR, SD, UT)","Monocot","Graminoid","","","","",""
"265","ACHNE","×Achnella","USA (MT, ND, NE), CAN (AB, BC, MB, NT, SK, YT)","Monocot","","","","","",""
"266","ACCA32","×Achnella caduca","USA (MT, ND, NE), CAN (AB, BC, MB, NT, SK, YT)","Monocot","Graminoid","","","","",""
"267","ACHYR","Achyrachaena","USA (CA, OR)","Dicot","","","","","",""
"268","ACMO2","Achyrachaena mollis","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"269","ACHYR2","Achyranthes","USA (, AL, FL, HI, IN, KY, LA, MD, OH, TX, UM, WV), USA+ (PR, VI)","Dicot","","","","","",""
"270","ACAS","Achyranthes aspera","USA (, AL, FL, HI, LA, MD, TX), USA+ (PR, VI)","Dicot","Subshrub, Forb/herb","","","","",""
"271","ACASA","Achyranthes aspera var. aspera","USA (AL, FL, HI, LA), USA+ (PR, VI)","Dicot","Subshrub, Forb/herb","","","","",""
"272","ACASP","Achyranthes aspera var. pubescens","USA (FL, HI, MD, TX), USA+ (PR)","Dicot","Subshrub, Forb/herb","","","","",""
"273","ACJA","Achyranthes japonica","USA (IN, KY, OH, WV)","Dicot","Forb/herb","","","","",""
"274","ACJAH","Achyranthes japonica var. hachijoensis","USA (KY, OH, WV)","Dicot","Forb/herb","","","","",""
"275","ACMU2","Achyranthes mutica","USA (HI)","Dicot","Shrub","","","","",""
"276","ACSP3","Achyranthes splendens","USA (HI, UM)","Dicot","Shrub","","","","",""
"277","ACSPA2","Achyranthes splendens var. atollensis","USA (HI, UM)","Dicot","Shrub","","","","",""
"278","ACSPR2","Achyranthes splendens var. rotundata","USA (HI)","Dicot","Shrub","","","","",""
"279","ACSPS","Achyranthes splendens var. splendens","USA (HI)","Dicot","Shrub","","","","",""
"280","ACHYR3","Achyronychia","USA (AZ, CA, NV, UT)","Dicot","","","","","",""
"281","ACCO3","Achyronychia cooperi","USA (AZ, CA, NV, UT)","Dicot","Forb/herb","","","","",""
"282","ACICA","Acicarpha","USA (AL, FL, NC, NJ, PA, SC)","Dicot","","","","","",""
"283","ACTR2","Acicarpha tribuloides","USA (AL, FL, NC, NJ, PA, SC)","Dicot","Forb/herb","","","","",""
"284","ACINO","Acinos","USA (CT, ID, KY, MA, MD, ME, MI, MO, MT, NJ, NY, OH, PA, VA, VT, WA, WI, WV, WY), CAN (BC, ON, PE, QC)","Dicot","","","","","",""
"285","ACAR2","Acinos arvensis","USA (CT, ID, KY, MA, MD, ME, MI, MO, MT, NJ, NY, OH, PA, VA, VT, WA, WI, WV, WY), CAN (BC, ON, PE, QC)","Dicot","Forb/herb","","","","",""
"286","ACLEI","Acleisanthes","USA (AZ, CA, NM, TX)","Dicot","","","","","",""
"287","ACAC","Acleisanthes acutifolia","USA (TX)","Dicot","Subshrub, Forb/herb","","","","",""
"288","ACAN2","Acleisanthes anisophylla","USA (TX)","Dicot","Subshrub, Forb/herb","","","","",""
"289","ACCR","Acleisanthes crassifolia","USA (TX)","Dicot","Subshrub, Forb/herb","","","","",""
"290","ACLO2","Acleisanthes longiflora","USA (AZ, CA, NM, TX)","Dicot","Subshrub, Forb/herb","","","","",""
"291","ACOB2","Acleisanthes obtusa","USA (TX)","Dicot","Vine, Forb/herb","","","","",""
"292","ACWR3","Acleisanthes wrightii","USA (TX)","Dicot","Subshrub, Forb/herb","","","","",""
"293","ACMEL","Acmella","USA (AL, AR, FL, GA, LA, MO, MS, NC, NJ, OK, SC, TN, TX), USA+ (PR)","Dicot","","","","","",""
"294","ACDE5","Acmella decumbens","USA (NJ)","Dicot","Forb/herb","","","","",""
"295","ACOP","Acmella oppositifolia","USA (AL, AR, FL, GA, LA, MO, MS, NC, OK, SC, TN, TX)","Dicot","Forb/herb","","","","",""
"296","ACOPR","Acmella oppositifolia var. repens","USA (AL, AR, FL, GA, LA, MO, MS, NC, OK, SC, TN, TX)","Dicot","Forb/herb","Green","Green","Fine","Black","Prostrate"
"297","ACPI4","Acmella pilosa","USA (FL)","Dicot","Forb/herb","","","","",""
"298","ACPU","Acmella pusilla","USA (FL, GA, NC, SC), USA+ (PR)","Dicot","Forb/herb","","","","",""
"299","ACOEL","Acoelorraphe","USA (FL)","Monocot","","","","","",""
"300","ACWR4","Acoelorraphe wrightii","USA (FL)","Monocot","Tree, Shrub","","","","",""
"301","ACONI","Aconitum","USA (AK, AL, AZ, CA, CO, CT, DC, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, NH, NM, NV, NY, OH, OR, PA, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, NB, NF, NS, NT, ON, QC, YT)","Dicot","","","","","",""
"302","ACCO4","Aconitum columbianum","USA (AZ, CA, CO, IA, ID, MT, NM, NV, OR, SD, UT, WA, WY), CAN (BC)","Dicot","Forb/herb","Blue","Green","Medium","Black","Erect"
"303","ACCOC3","Aconitum columbianum ssp. columbianum","USA (AZ, CA, CO, IA, ID, MT, NM, NV, OR, SD, UT, WA, WY), CAN (BC)","Dicot","Forb/herb","","","","",""
"304","ACCOV2","Aconitum columbianum ssp. viviparum","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"305","ACDE2","Aconitum delphiniifolium","USA (AK), CAN (AB, BC, NT, YT)","Dicot","Forb/herb","","","","",""
"306","ACDEC","Aconitum delphiniifolium ssp. chamissonianum","USA (AK)","Dicot","Forb/herb","","","","",""
"307","ACDED3","Aconitum delphiniifolium ssp. delphiniifolium","USA (AK), CAN (AB, BC, NT, YT)","Dicot","Forb/herb","","","","",""
"308","ACDEP","Aconitum delphiniifolium ssp. paradoxum","USA (AK), CAN (YT)","Dicot","Forb/herb","","","","",""
"309","ACIN2","Aconitum infectum","USA (AZ)","Dicot","Forb/herb","","","","",""
"310","ACMA4","Aconitum maximum","USA (AK)","Dicot","Forb/herb","","","","",""
"311","ACNA","Aconitum napellus","USA (CT, MA, ME, MI, MN, NH, NY, PA, VT, WI), CAN (ON, QC)","Dicot","Forb/herb","","","","",""
"312","ACNO2","Aconitum noveboracense","USA (IA, NY, OH, WI)","Dicot","Forb/herb","","","","",""
"313","ACRE","Aconitum reclinatum","USA (NC, PA, TN, VA, WV)","Dicot","Forb/herb","","","","",""
"314","ACUN","Aconitum uncinatum","USA (AL, DC, GA, IL, IN, KY, MD, MO, NC, NH, OH, PA, SC, TN, VA, WV)","Dicot","Forb/herb","","","","",""
"315","ACUNM","Aconitum uncinatum ssp. muticum","USA (GA, MD, NC, PA, SC, TN, VA, WV)","Dicot","Forb/herb","","","","",""
"316","ACUNU","Aconitum uncinatum ssp. uncinatum","USA (AL, DC, GA, IL, IN, KY, MD, MO, NC, NH, OH, SC, TN, VA, WV)","Dicot","Forb/herb","","","","",""
"317","ACORU","Acorus","USA (AK, AL, AR, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK)","Monocot","","","","","",""
"318","ACAM","Acorus americanus","USA (AK, CT, DC, DE, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NE, NH, NJ, NY, OH, PA, RI, SD, VA, VT, WA, WI), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK)","Monocot","Forb/herb","Yellow","Green","Medium","Green","Erect"
"319","ACCA4","Acorus calamus","USA (AL, AR, CA, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV), CAN (MB, NB, NS, ON, PE, QC)","Monocot","Forb/herb","Yellow","Green","Coarse","Brown","Semi-Erect"
"320","ACOUR","Acourtia","USA (AZ, CA, NM, NV, TX, UT)","Dicot","","","","","",""
"321","ACMI3","Acourtia microcephala","USA (CA)","Dicot","Subshrub, Forb/herb","","","","",""
"322","ACNA2","Acourtia nana","USA (AZ, NM, TX)","Dicot","Forb/herb","","","","",""
"323","ACRU3","Acourtia runcinata","USA (TX)","Dicot","Forb/herb","","","","",""
"324","ACTH","Acourtia thurberi","USA (AZ, NM)","Dicot","Forb/herb","","","","",""
"325","ACWR5","Acourtia wrightii","USA (AZ, NM, NV, TX, UT)","Dicot","Forb/herb","","","","",""
"326","ACRAC","Acrachne","USA (CA)","Monocot","","","","","",""
"327","ACRA6","Acrachne racemosa","USA (CA)","Monocot","Graminoid","","","","",""
"328","ACROC","Acrocomia","USA (FL), USA+ (PR, VI)","Monocot","","","","","",""
"329","ACTO5","Acrocomia totai","USA (FL)","Monocot","Tree","","","","",""
"330","ACROP","Acroptilon","USA (AR, AZ, CA, CO, IA, ID, IL, IN, KS, KY, MI, MN, MO, MT, ND, NE, NM, NV, OH, OK, OR, SD, TX, UT, WA, WI, WY), CAN (AB, BC, MB, ON, SK)","Dicot","","","","","",""
"331","ACRE3","Acroptilon repens","USA (AR, AZ, CA, CO, IA, ID, IL, IN, KS, KY, MI, MN, MO, MT, ND, NE, NM, NV, OH, OK, OR, SD, TX, UT, WA, WI, WY), CAN (AB, BC, MB, ON, SK)","Dicot","Forb/herb","","","","",""
"332","ACROS","Acrostichum","USA (FL, HI), USA+ (PR, VI)","Fern","","","","","",""
"333","ACAU3","Acrostichum aureum","USA (FL, HI), USA+ (PR, VI)","Fern","Forb/herb","","","","",""
"334","ACDA","Acrostichum danaeifolium","USA (FL), USA+ (PR, VI)","Fern","Forb/herb","","","","",""
"335","ACTAE","Actaea","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT)","Dicot","","","","","",""
"336","ACAR18","Actaea arizonica","USA (AZ)","Dicot","Forb/herb","","","","",""
"337","ACEL4","Actaea elata","USA (OR, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"338","ACLA12","Actaea laciniata","USA (OR, WA)","Dicot","Forb/herb","","","","",""
"339","ACLU","Actaea ×ludovici","USA (NJ, NY), CAN (ON, QC)","Dicot","Forb/herb","","","","",""
"340","ACPA","Actaea pachypoda","USA (AL, AR, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)","Dicot","Forb/herb","","","","",""
"341","ACPO11","Actaea podocarpa","USA (GA, IL, KY, MD, NC, PA, SC, TN, VA, WV)","Dicot","Forb/herb","","","","",""
"342","ACRA7","Actaea racemosa","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WV), CAN (ON, QC)","Dicot","Forb/herb","","","","",""
"343","ACRAD","Actaea racemosa var. dissecta","USA (DE)","Dicot","Forb/herb","","","","",""
"344","ACRAR","Actaea racemosa var. racemosa","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WV), CAN (ON, QC)","Dicot","Forb/herb","","","","",""
"345","ACRU14","Actaea rubifolia","USA (AL, IL, IN, KY, PA, TN, VA)","Dicot","Forb/herb","","","","",""
"346","ACRU2","Actaea rubra","USA (AK, AZ, CA, CO, CT, IA, ID, IL, IN, KS, MA, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT)","Dicot","Forb/herb","","","","",""
"347","ACRUA8","Actaea rubra ssp. arguta","USA (AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC, SK, YT)","Dicot","Forb/herb","","","","",""
"348","ACRUR2","Actaea rubra ssp. rubra","USA (AK, CT, IA, IL, IN, KS, MA, ME, MI, MN, MT, ND, NE, NH, NJ, NY, OH, PA, RI, SD, VT, WI), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT)","Dicot","Forb/herb","","","","",""
"349","ACSP10","Actaea spicata","USA (NJ)","Dicot","Forb/herb","","","","",""
"350","ACTIN3","Actinidia","USA (AR, MA, ME, NJ, NY, OH)","Dicot","","","","","",""
"351","ACAR10","Actinidia arguta","USA (MA, ME, NJ, NY, OH)","Dicot","Vine","","","","",""
"352","ACCH5","Actinidia chinensis","USA (AR)","Dicot","Vine, Shrub","","","","",""
"353","ACCHD","Actinidia chinensis var. deliciosa","USA (AR)","Dicot","Vine","","","","",""
"354","ACPO9","Actinidia polygama","USA (NY)","Dicot","Vine","","","","",""
"355","ADELI","Adelia","USA (TX), USA+ (PR, VI)","Dicot","","","","","",""
"356","ADVA","Adelia vaseyi","USA (TX)","Dicot","Shrub","","","","",""
"357","ADENA","Adenanthera","USA (FL, HI), USA+ (PR, VI)","Dicot","","","","","",""
"358","ADPA","Adenanthera pavonina","USA (FL, HI), USA+ (PR, VI)","Dicot","Tree","","","","",""
"359","ADENO","Adenocaulon","USA (CA, ID, MI, MN, MT, ND, OR, SD, WA, WY), CAN (AB, BC, ON)","Dicot","","","","","",""
"360","ADBI","Adenocaulon bicolor","USA (CA, ID, MI, MN, MT, ND, OR, SD, WA, WY), CAN (AB, BC, ON)","Dicot","Forb/herb","","","","",""
"361","ADENO3","Adenophorus","USA (HI)","Fern","","","","","",""
"362","ADAB2","Adenophorus ×abbottiae","USA (HI)","Fern","Forb/herb","","","","",""
"363","ADAB","Adenophorus abietinus","USA (HI)","Fern","Forb/herb","","","","",""
"364","ADCA5","Adenophorus ×carsonii","USA (HI)","Fern","Forb/herb","","","","",""
"365","ADEP","Adenophorus epigaeus","USA (HI)","Fern","Forb/herb","","","","",""
"366","ADHA","Adenophorus haalilioanus","USA (HI)","Fern","Forb/herb","","","","",""
"367","ADHY","Adenophorus hymenophylloides","USA (HI)","Fern","Forb/herb","","","","",""
"368","ADMO3","Adenophorus montanus","USA (HI)","Fern","Forb/herb","","","","",""
"369","ADOA","Adenophorus oahuensis","USA (HI)","Fern","Forb/herb","","","","",""
"370","ADPE2","Adenophorus periens","USA (HI)","Fern","Forb/herb","","","","",""
"371","ADPI","Adenophorus pinnatifidus","USA (HI)","Fern","Forb/herb","","","","",""
"372","ADTA","Adenophorus tamariscinus","USA (HI)","Fern","Forb/herb","","","","",""
"373","ADTR2","Adenophorus tripinnatifidus","USA (HI)","Fern","Forb/herb","","","","",""
"374","ADENO5","Adenophyllum","USA (AZ, CA, NM, NV, UT)","Dicot","","","","","",""
"375","ADCO2","Adenophyllum cooperi","USA (AZ, CA, NV, UT)","Dicot","Subshrub","","","","",""
