plant_id,name,pattern,color_flower,color_foliage,texture_foliage,color_fruit,shape,url
RACA3,Ranunculus canus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/raca3_001_shp.jpg
RACA4,Ranunculus cardiophyllus,Dicot,,,,,,NULL
RACO10,Ranunculus coloradensis,Dicot,,,,,,NULL
RACO21,Ranunculus cortusifolius,Dicot,,,,,,NULL
RACO3,Ratibida columnifera,Dicot,Yellow,Green,Medium,Brown,Erect,http://plants.usda.gov/gallery/pubs/raco3_001_pvp.jpg
RACY,Ranunculus cymbalaria,Dicot,Yellow,Green,Fine,Brown,Semi-Erect,http://plants.usda.gov/gallery/standard/racy_001_shp.jpg
RADER,Radermachera,Dicot,,,,,,NULL
RADIO,Radiola,Dicot,,,,,,NULL
RAEA,Ranunculus eastwoodianus,Dicot,,,,,,NULL
RAES,Ranunculus eschscholtzii,Dicot,Yellow,Green,Medium,Brown,Semi-Erect,http://plants.usda.gov/gallery/standard/raes_001_shp.jpg
RAESE2,Ranunculus eschscholtzii var. eschscholtzii,Dicot,,,,,,NULL
RAESO,Ranunculus eschscholtzii var. oxynotus,Dicot,,,,,,NULL
RAEST,Ranunculus eschscholtzii var. trisectus,Dicot,,,,,,NULL
RAEX,Ranunculus eximius,Dicot,,,,,,NULL
RAFA,Ranunculus fascicularis,Dicot,,,,,,NULL
RAFI,Ranunculus ficaria,Dicot,,,,,,NULL
RAFIB,Ranunculus ficaria var. bulbifera,Dicot,,,,,,NULL
RAFIN,Rafinesquia,Dicot,,,,,,NULL
RAFL,Ranunculus flabellaris,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rafl_001_shp.jpg
RAFL2,Ranunculus flammula,Dicot,Yellow,Green,Medium,Brown,Decumbent,http://plants.usda.gov/gallery/standard/rafl2_001_shp.jpg
RAFLF,Ranunculus flammula var. filiformis,Dicot,,,,,,NULL
RAFLF2,Ranunculus flammula var. flammula,Dicot,,,,,,NULL
RAGL,Ranunculus glaberrimus,Dicot,Yellow,Green,Fine,Brown,Decumbent,http://plants.usda.gov/gallery/standard/ragl_001_shp.jpg
RAGL2,Ranunculus glacialis,Dicot,,,,,,NULL
RAGLA,Ranunculus glacialis ssp. alaskensis,Dicot,,,,,,NULL
RAGLC,Ranunculus glacialis ssp. chamissonis,Dicot,,,,,,NULL
RAGLE,Ranunculus glaberrimus var. ellipticus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ragle_001_shp.jpg
RAGLG,Ranunculus glaberrimus var. glaberrimus,Dicot,,,,,,NULL
RAGM,Ranunculus gmelinii,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/ragm_001_pvp.jpg
RAGO,Ranunculus gormanii,Dicot,,,,,,NULL
RAHA,Ranunculus harveyi,Dicot,,,,,,NULL
RAHA2,Ranunculus hawaiensis,Dicot,,,,,,NULL
RAHE,Ranunculus hebecarpus,Dicot,,,,,,NULL
RAHE2,Ranunculus hederaceus,Dicot,,,,,,NULL
RAHI,Ranunculus hispidus,Dicot,Yellow,Gray-Green,Medium,Yellow,Erect,NULL
RAHIC,Ranunculus hispidus var. caricetorum,Dicot,,,,,,NULL
RAHIH,Ranunculus hispidus var. hispidus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rahih_001_shp.jpg
RAHIN,Ranunculus hispidus var. nitidus,Dicot,,,,,,NULL
RAHY,Ranunculus hydrocharoides,Dicot,,,,,,NULL
RAHY2,Ranunculus hyperboreus,Dicot,Yellow,Dark Green,Medium,,Prostrate,NULL
RAHYH,Ranunculus hydrocharoides var. hydrocharoides,Dicot,,,,,,NULL
RAHYS,Ranunculus hydrocharoides var. stolonifer,Dicot,,,,,,NULL
RAILL,Raillardella,Dicot,,,,,,NULL
RAIN,Ranunculus inamoenus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rain_001_shp.jpg
RAINA,Ranunculus inamoenus var. alpeophilus,Dicot,,,,,,NULL
RAINI,Rainiera,Dicot,,,,,,NULL
RAINI2,Ranunculus inamoenus var. inamoenus,Dicot,,,,,,NULL
RAINS,Ranunculus inamoenus var. subaffinis,Dicot,,,,,,NULL
RAJO,Ranunculus jovis,Dicot,,,,,,NULL
RAKA,Ranunculus kamchaticus,Dicot,,,,,,NULL
RAKA3,Ranunculus karelinii,Dicot,,,,,,NULL
RALA,Ranunculus lapponicus,Dicot,,,,,,NULL
RALA2,Ranunculus laxicaulis,Dicot,Yellow,Green,Fine,Yellow,Decumbent,http://plants.usda.gov/gallery/pubs/rala2_001_pvp.jpg
RALI,Radiola linoides,Dicot,,,,,,NULL
RALO,Ranunculus lobbii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ralo_001_shp.jpg
RALO2,Ranunculus longirostris,Dicot,Yellow,Green,Medium,Brown,Semi-Erect,http://plants.usda.gov/gallery/standard/ralo2_001_shp.jpg
RAMA,Ranunculus macauleyi,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rama_001_shp.jpg
RAMA2,Ranunculus macounii,Dicot,Yellow,Green,Coarse,,Erect,NULL
RAMA3,Ranunculus macranthus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rama3_001_shp.jpg
RAMA4,Ranunculus marginatus,Dicot,,,,,,NULL
RAMA5,Ranunculus mauiensis,Dicot,,,,,,NULL
RAMAB,Ranunculus macauleyi var. brandegeei,Dicot,,,,,,NULL
RAMAM,Ranunculus macauleyi var. macauleyi,Dicot,,,,,,NULL
RAMAT,Ranunculus marginatus var. trachycarpus,Dicot,,,,,,NULL
RAMI2,Ranunculus micranthus,Dicot,,,,,,NULL
RAMU2,Ranunculus muricatus,Dicot,,,,,,NULL
RANDI,Randia,Dicot,,,,,,NULL
RANE,Rafinesquia neomexicana,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rane_001_shp.jpg
RANI,Ranunculus nivalis,Dicot,,,,,,NULL
RANUN,Ranunculus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/ranun_001_pvp.jpg
RAOC,Ranunculus occidentalis,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/raoc_001_pvp.jpg
RAOCB,Ranunculus occidentalis var. brevistylis,Dicot,,,,,,NULL
RAOCN,Ranunculus occidentalis var. nelsonii,Dicot,,,,,,NULL
RAOCO,Ranunculus occidentalis var. occidentalis,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/raoco_001_pvp.jpg
RAOR,Ranunculus oreogenes,Dicot,,,,,,http://plants.usda.gov/gallery/standard/raor_001_shp.jpg
RAOR2,Ranunculus oresterus,Dicot,,,,,,NULL
RAOR3,Ranunculus orthorhynchus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/raor3_001_shp.jpg
RAORB,Ranunculus orthorhynchus var. bloomeri,Dicot,,,,,,NULL
RAORO,Ranunculus orthorhynchus var. orthorhynchus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/raoro_001_pvp.jpg
RAPA,Ranunculus pacificus,Dicot,,,,,,NULL
RAPA2,Ranunculus pallasii,Dicot,,,,,,NULL
RAPA3,Ranunculus parviflorus,Dicot,,,,,,NULL
RAPE,Ranunculus pedatifidus,Dicot,,,,,,NULL
RAPE2,Ranunculus pensylvanicus,Dicot,Yellow,Green,Medium,Black,Erect,NULL
RAPE3,Ratibida peduncularis,Dicot,,,,,,NULL
RAPE5,Ranunculus petiolaris,Dicot,,,,,,NULL
RAPEA,Ranunculus pedatifidus var. affinis,Dicot,,,,,,NULL
RAPEA2,Ranunculus petiolaris var. arsenei,Dicot,,,,,,NULL
RAPEP,Ratibida peduncularis var. picta,Dicot,,,,,,NULL
RAPEP2,Ratibida peduncularis var. peduncularis,Dicot,,,,,,NULL
RAPH2,Rayjacksonia phyllocephala,Dicot,,,,,,NULL
RAPHA,Raphanus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/rapha_001_pvp.jpg
RAPI,Ratibida pinnata,Dicot,Yellow,Green,Coarse,Brown,Erect,NULL
RAPIS,Rapistrum,Dicot,,,,,,NULL
RAPL,Ranunculus platensis,Dicot,,,,,,NULL
RAPL2,Ranunculus plebeius,Dicot,,,,,,NULL
RAPO,Ranunculus populago,Dicot,,,,,,NULL
RAPR,Raillardella pringlei,Dicot,,,,,,NULL
RAPU,Ranunculus pusillus,Dicot,,,,,,NULL
RAPUA,Ranunculus pusillus var. angustifolius,Dicot,,,,,,NULL
RAPUP,Ranunculus pusillus var. pusillus,Dicot,,,,,,NULL
RAPY,Ranunculus pygmaeus,Dicot,,,,,,NULL
RAPYP2,Ranunculus pygmaeus var. pygmaeus,Dicot,,,,,,NULL
RARA,Ranunculus ranunculinus,Dicot,,,,,,NULL
RARA2,Raphanus raphanistrum,Dicot,,,,,,NULL
RARE2,Ranunculus recurvatus,Dicot,,,,,,NULL
RARE3,Ranunculus repens,Dicot,Yellow,Green,Coarse,Brown,Prostrate,NULL
RARER2,Ranunculus recurvatus var. recurvatus,Dicot,,,,,,NULL
RARH,Ranunculus rhomboideus,Dicot,,,,,,NULL
RARH2,Randia rhagocarpa,Dicot,,,,,,NULL
RARU,Rapistrum rugosum,Dicot,,,,,,NULL
RASA,Ranunculus sardous,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rasa_001_shp.jpg
RASA2,Raphanus sativus,Dicot,,,,,,NULL
RASA3,Rauvolfia sandwicensis,Dicot,,,,,,NULL
RASA4,Ranunculus sabinei,Dicot,,,,,,NULL
RASC2,Raillardella scaposa,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/rasc2_001_pvp.jpg
RASC3,Ranunculus sceleratus,Dicot,Yellow,Green,Fine,Brown,Erect,NULL
RASCM,Ranunculus sceleratus var. multifidus,Dicot,,,,,,NULL
RASCS,Ranunculus sceleratus var. sceleratus,Dicot,,,,,,NULL
RASI5,Radermachera sinica,Dicot,,,,,,NULL
RAST,Rainiera stricta,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/rast_001_pvp.jpg
RASU2,Ranunculus sulphureus,Dicot,,,,,,NULL
RASU4,Ranunculus suksdorfii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rasu4_001_shp.jpg
RATA,Ratibida tagetes,Dicot,Yellow,Green,Fine,Black,Erect,NULL
RATE8,Rauvolfia tetraphylla,Dicot,,,,,,NULL
RATIB,Ratibida,Dicot,,,,,,NULL
RATR,Ranunculus trichophyllus,Dicot,,,,,,NULL
RATR2,Ranunculus trilobus,Dicot,,,,,,NULL
RATR6,Ranunculus triternatus,Dicot,,,,,,NULL
RATRE,Ranunculus trichophyllus var. eradicatus,Dicot,,,,,,NULL
RATRT,Ranunculus trichophyllus var. trichophyllus,Dicot,,,,,,NULL
RATU,Ranunculus turneri,Dicot,,,,,,NULL
RAUN,Ranunculus uncinatus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/raun_001_shp.jpg
RAUNE,Ranunculus uncinatus var. earlei,Dicot,,,,,,NULL
RAUNP,Ranunculus uncinatus var. parviflorus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/raunp_001_pvp.jpg
RAUNU,Ranunculus uncinatus var. uncinatus,Dicot,,,,,,NULL
RAUVO,Rauvolfia,Dicot,,,,,,NULL
RAVE,Ranunculus verecundus,Dicot,,,,,,NULL
RAVO,Rauvolfia vomitoria,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ravo_001_shp.jpg
RAYJA,Rayjacksonia,Dicot,,,,,,NULL
REAL,Reseda alba,Dicot,,,,,,NULL
REAR,Reverchonia arenaria,Dicot,,,,,,NULL
REDFI,Redfieldia,Monocot,,,,,,NULL
REFL,Redfieldia flexuosa,Monocot,,,,,,NULL
REICH,Reichardia,Dicot,,,,,,NULL
REIMA,Reimarochloa,Monocot,,,,,,NULL
REKA,Remya kauaiensis,Dicot,,,,,,NULL
RELU,Reseda lutea,Dicot,,,,,,NULL
RELU2,Reseda luteola,Dicot,,,,,,NULL
REMA2,Remya mauiensis,Dicot,,,,,,NULL
REMA3,Remirea maritima,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/rema3_001_pvp.jpg
REMIR,Remirea,Monocot,,,,,,NULL
REMO,Remya montgomeryi,Dicot,,,,,,NULL
REMO2,Retama monosperma,Dicot,,,,,,http://plants.usda.gov/gallery/standard/remo2_001_shp.jpg
REMYA,Remya,Dicot,,,,,,NULL
REOD,Reseda odorata,Dicot,,,,,,NULL
REOL,Reimarochloa oligostachya,Monocot,,,,,,NULL
REPH,Reseda phyteuma,Dicot,,,,,,NULL
REPI,Reichardia picroides,Dicot,,,,,,NULL
RESA,Reynoldsia sandwicensis,Dicot,,,,,,NULL
RESE,Reynosia septentrionalis,Dicot,,,,,,NULL
RESED,Reseda,Dicot,,,,,,NULL
RETAM,Retama,Dicot,,,,,,NULL
RETI,Reichardia tingitana,Dicot,,,,,,NULL
REVER,Reverchonia,Dicot,,,,,,NULL
REYNO,Reynoldsia,Dicot,,,,,,NULL
REYNO2,Reynosia,Dicot,,,,,,NULL
RHABD,Rhabdadenia,Dicot,,,,,,NULL
RHAGA,Rhagadiolus,Dicot,,,,,,NULL
RHAL,Rhamnus alnifolia,Dicot,Green,Green,Coarse,,Erect,NULL
RHAL2,Rhododendron albiflorum,Dicot,White,Green,Coarse,Black,Erect,http://plants.usda.gov/gallery/pubs/rhal2_001_pvp.jpg
RHAL3,Rhynchospora alba,Monocot,,,,,,NULL
RHAL4,Rhexia alifanus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhal4_001_shp.jpg
RHAL5,Rhododendron alabamense,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhal5_001_shp.jpg
RHALA,Rhododendron albiflorum var. albiflorum,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhala_001_shp.jpg
RHALW,Rhododendron albiflorum var. warrenii,Dicot,,,,,,NULL
RHAM,Rhynchosia americana,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rham_001_shp.jpg
RHAMN,Rhamnus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhamn_001_shp.jpg
RHAN5,Rhododon angulatus,Dicot,,,,,,NULL
RHAPI,Rhapidophyllum,Monocot,,,,,,NULL
RHAR,Rhexia aristosa,Dicot,,,,,,NULL
RHAR3,Rhododendron arborescens,Dicot,White,Dark Green,Medium,Brown,Semi-Erect,http://plants.usda.gov/gallery/standard/rhar3_001_shp.jpg
RHAR4,Rhus aromatica,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhar4_001_shp.jpg
RHAR6,Rhamnus arguta,Dicot,,,,,,NULL
RHAR7,Rhexia aristosa í„ virginica,Dicot,,,,,,NULL
RHARA,Rhus aromatica var. arenaria,Dicot,,,,,,NULL
RHARA2,Rhus aromatica var. aromatica,Dicot,,,,,,NULL
RHARS,Rhus aromatica var. serotina,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhars_001_shp.jpg
RHARV,Rhamnus arguta var. velutina,Dicot,,,,,,NULL
RHAS,Rhus í„ashei,Dicot,,,,,,NULL
RHAT,Rhododendron atlanticum,Dicot,Purple,Dark Green,Medium,Brown,Decumbent,http://plants.usda.gov/gallery/standard/rhat_001_shp.jpg
RHAU,Rhododendron austrinum,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/rhau_001_pvp.jpg
RHBA,Rhynchospora baldwinii,Monocot,,,,,,NULL
RHBA2,Rhipsalis baccifera,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/rhba2_001_pvp.jpg
RHBA4,Rhododendron í„bakeri,Dicot,,,,,,NULL
RHBI,Rhabdadenia biflora,Dicot,,,,,,NULL
RHBO,Rhus í„borealis,Dicot,,,,,,NULL
RHBR,Rhynchospora brachychaeta,Monocot,,,,,,NULL
RHCA10,Rhynchospora californica,Monocot,,,,,,NULL
RHCA11,Rhynchospora capillacea,Monocot,,,,,,NULL
RHCA12,Rhynchospora capitellata,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/rhca12_001_pvp.jpg
RHCA13,Rhynchospora careyana,Monocot,,,,,,NULL
RHCA14,Rhododendron carolinianum,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhca14_001_shp.jpg
RHCA3,Rhamnus cathartica,Dicot,,,,,,NULL
RHCA4,Rhododendron calendulaceum,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhca4_001_shp.jpg
RHCA5,Rhododendron camtschaticum,Dicot,,,,,,NULL
RHCA6,Rhododendron canadense,Dicot,Purple,Dark Green,Coarse,Brown,Semi-Erect,NULL
RHCA7,Rhododendron canescens,Dicot,Purple,Green,Coarse,Brown,Erect,http://plants.usda.gov/gallery/standard/rhca7_001_shp.jpg
RHCA8,Rhododendron catawbiense,Dicot,,,,,,NULL
RHCA9,Rhynchospora caduca,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/rhca9_001_pvp.jpg
RHCAC4,Rhododendron camtschaticum ssp. camtschaticum,Dicot,,,,,,NULL
RHCAG,Rhododendron camtschaticum ssp. glandulosum,Dicot,,,,,,NULL
RHCE,Rhynchospora cephalantha,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/rhce_001_pvp.jpg
RHCH13,Rhodanthe chlorocephala,Dicot,,,,,,NULL
RHCH2,Rhynchospora chalarocephala,Monocot,,,,,,NULL
RHCH3,Rhynchospora chapmanii,Monocot,,,,,,NULL
RHCH5,Rhododendron chapmanii,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/rhch5_001_pvp.jpg
RHCH6,Rhynchospora chinensis,Monocot,,,,,,NULL
RHCHC2,Rhynchospora chinensis ssp. chinensis,Monocot,,,,,,NULL
RHCHR,Rhodanthe chlorocephala ssp. rosea,Dicot,,,,,,NULL
RHCHS,Rhynchospora chinensis ssp. spiciformis,Monocot,,,,,,NULL
RHCI,Rhynchospora ciliaris,Monocot,,,,,,NULL
RHCI3,Rhynchosia cinerea,Dicot,,,,,,NULL
RHCI4,Rhododon ciliatus,Dicot,,,,,,NULL
RHCO,Rhus copallinum,Dicot,Yellow,Green,Coarse,Brown,Erect,NULL
RHCO2,Rhynchospora corniculata,Monocot,Green,Yellow-Green,Coarse,Yellow,Erect,NULL
RHCO3,Rhynchospora compressa,Monocot,,,,,,NULL
RHCO7,Rhynchospora colorata,Monocot,,,,,,NULL
RHCOC,Rhus copallinum var. copallinum,Dicot,,,,,,NULL
RHCOL,Rhus copallinum var. leucantha,Dicot,,,,,,NULL
RHCOL2,Rhus copallinum var. latifolia,Dicot,,,,,,NULL
RHCR,Rhamnus crocea,Dicot,White,Dark Green,Medium,Red,Vase,http://plants.usda.gov/gallery/pubs/rhcr_001_pvp.jpg
RHCR3,Rhynchospora crinipes,Monocot,,,,,,NULL
RHCRC,Rhamnus crocea ssp. crocea,Dicot,,,,,,NULL
RHCRP2,Rhamnus crocea ssp. pilosa,Dicot,,,,,,NULL
RHCU,Rhododendron cumberlandense,Dicot,,,,,,NULL
RHCU3,Rhynchospora curtissii,Monocot,,,,,,NULL
RHCU4,Rhexia cubensis,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/rhcu4_001_pvp.jpg
RHCY4,Rhynchosia cytisoides,Dicot,,,,,,NULL
RHDA,Rhamnus davurica,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhda_001_shp.jpg
RHDAD2,Rhamnus davurica ssp. davurica,Dicot,,,,,,NULL
RHDAN2,Rhamnus davurica ssp. nipponica,Dicot,,,,,,NULL
RHDE,Rhynchospora decurrens,Monocot,,,,,,NULL
RHDE2,Rhynchospora debilis,Monocot,,,,,,NULL
RHDI2,Rhynchosia difformis,Dicot,,,,,,NULL
RHDI3,Rhynchospora divergens,Monocot,,,,,,NULL
RHEA2,Rhododendron eastmanii,Dicot,,,,,,NULL
RHED,Rhynchosia edulis,Dicot,,,,,,NULL
RHEL,Rhynchospora elliottii,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/rhel_001_pvp.jpg
RHEUM,Rheum,Dicot,,,,,,NULL
RHEX,Rhynchospora eximia,Monocot,,,,,,NULL
RHEXI,Rhexia,Dicot,,,,,,NULL
RHFA,Rhynchospora fascicularis,Monocot,,,,,,http://plants.usda.gov/gallery/standard/rhfa_001_shp.jpg
RHFAD,Rhynchospora fascicularis var. distans,Monocot,,,,,,NULL
RHFAF,Rhynchospora fascicularis var. fascicularis,Monocot,,,,,,NULL
RHFE,Rhynchospora fernaldii,Monocot,,,,,,NULL
RHFI,Rhynchospora filifolia,Monocot,,,,,,NULL
RHFL,Rhododendron flammeum,Dicot,,,,,,NULL
RHFL2,Rhynchospora floridensis,Monocot,,,,,,NULL
RHFU,Rhynchospora fusca,Monocot,,,,,,NULL
RHGA4,Rhynchospora galeana,Monocot,,,,,,NULL
RHGL,Rhus glabra,Dicot,Yellow,Green,Coarse,Brown,Erect,NULL
RHGL2,Rhynchospora globularis,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/rhgl2_001_pvp.jpg
RHGL3,Rhynchospora glomerata,Monocot,,,,,,NULL
RHGLG,Rhynchospora globularis var. globularis,Monocot,,,,,,NULL
RHGLP,Rhynchospora globularis var. pinetorum,Monocot,,,,,,NULL
RHGLS,Rhynchospora globularis var. saxicola,Monocot,,,,,,NULL
RHGR,Rhynchospora gracilenta,Monocot,,,,,,NULL
RHGR2,Rhynchospora grayi,Monocot,,,,,,NULL
RHHA,Rhynchospora harveyi,Monocot,,,,,,NULL
RHHA2,Rhynchospora harperi,Monocot,,,,,,NULL
RHHAC,Rhynchospora harveyi var. culixa,Monocot,,,,,,NULL
RHHAH,Rhynchospora harveyi var. harveyi,Monocot,,,,,,NULL
RHHY,Rhapidophyllum hystrix,Monocot,,,,,,http://plants.usda.gov/gallery/standard/rhhy_001_shp.jpg
RHIL,Rhamnus ilicifolia,Dicot,,,,,,NULL
RHIN11,Rhodiola integrifolia,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhin11_001_shp.jpg
RHIN2,Rhus integrifolia,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhin2_001_shp.jpg
RHIN3,Rhynchospora indianolensis,Monocot,,,,,,NULL
RHIN4,Rhynchospora inexpansa,Monocot,,,,,,NULL
RHIN7,Rhynchospora inundata,Monocot,,,,,,NULL
RHINA,Rhinanthus,Dicot,,,,,,NULL
RHINI,Rhodiola integrifolia ssp. integrifolia,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhini_001_shp.jpg
RHINL,Rhodiola integrifolia ssp. leedyi,Dicot,,,,,,NULL
RHINN,Rhodiola integrifolia ssp. neomexicana,Dicot,,,,,,NULL
RHINP,Rhodiola integrifolia ssp. procera,Dicot,,,,,,NULL
RHIPS,Rhipsalis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhips_001_shp.jpg
RHIZO,Rhizophora,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhizo_001_shp.jpg
RHIZO2,Rhizomnium,Moss,,,,,,NULL
RHJA2,Rhododendron japonicum,Dicot,,,,,,NULL
RHJA8,Rhamnus japonica,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhja8_001_shp.jpg
RHKE,Rhus kearneyi,Dicot,,,,,,NULL
RHKN,Rhynchospora knieskernii,Monocot,,,,,,NULL
RHKU,Rhynchospora kunthii,Monocot,,,,,,NULL
RHLA,Rhamnus lanceolata,Dicot,,,,,,NULL
RHLA11,Rhus lancea,Dicot,,,,,,NULL
RHLA2,Rhododendron lapponicum,Dicot,Purple,Green,Coarse,Yellow,Prostrate,NULL
RHLA3,Rhus lanceolata,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhla3_001_shp.jpg
RHLA5,Rhynchosia latifolia,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/rhla5_001_pvp.jpg
RHLA7,Rhynchospora latifolia,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/rhla7_001_pvp.jpg
RHLAG2,Rhamnus lanceolata ssp. glabrata,Dicot,,,,,,NULL
RHLAL,Rhododendron lapponicum var. lapponicum,Dicot,,,,,,NULL
RHLAL3,Rhamnus lanceolata ssp. lanceolata,Dicot,,,,,,NULL
RHLAP,Rhododendron lapponicum var. parvifolium,Dicot,,,,,,NULL
RHLE,Rhynchosia lewtonii,Dicot,,,,,,NULL
RHLE2,Rhynchospora leptocarpa,Monocot,,,,,,NULL
RHLU,Rhexia lutea,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhlu_001_shp.jpg
RHMA,Rhexia mariana,Dicot,,,,,,NULL
RHMA15,Rhynchospora marliniana,Monocot,,,,,,NULL
RHMA2,Rhizophora mangle,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhma2_001_shp.jpg
RHMA3,Rhododendron macrophyllum,Dicot,Purple,Dark Green,Coarse,Black,Erect,http://plants.usda.gov/gallery/standard/rhma3_001_shp.jpg
RHMA4,Rhododendron maximum,Dicot,Red,Dark Green,Coarse,Brown,Semi-Erect,NULL
RHMA5,Rhynchospora macra,Monocot,,,,,,NULL
RHMA6,Rhynchospora macrostachya,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/rhma6_001_pvp.jpg
RHMA7,Rhinanthus major,Dicot,,,,,,NULL
RHMAI,Rhexia mariana var. interior,Dicot,,,,,,NULL
RHMAM2,Rhexia mariana var. mariana,Dicot,,,,,,NULL
RHMAV,Rhexia mariana var. ventricosa,Dicot,,,,,,NULL
RHME,Rhynchospora megalocarpa,Monocot,,,,,,NULL
RHME3,Rhynchospora megaplumosa,Monocot,,,,,,NULL
RHMI10,Rhynchosia michauxii,Dicot,,,,,,NULL
RHMI11,Rhus michauxii,Dicot,,,,,,NULL
RHMI13,Rhinanthus minor,Dicot,,,,,,NULL
RHMI2,Rhododendron minus,Dicot,,,,,,NULL
RHMI3,Rhus microphylla,Dicot,White,Green,Fine,Red,Rounded,http://plants.usda.gov/gallery/standard/rhmi3_001_shp.jpg
RHMI4,Rhynchosia minima,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhmi4_001_shp.jpg
RHMI5,Rhynchospora miliacea,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/rhmi5_001_pvp.jpg
RHMI7,Rhynchospora microcarpa,Monocot,,,,,,NULL
RHMI8,Rhynchospora microcephala,Monocot,,,,,,NULL
RHMI9,Rhynchospora mixta,Monocot,,,,,,NULL
RHMIG,Rhinanthus minor ssp. groenlandicus,Dicot,,,,,,NULL
RHMIM,Rhinanthus minor ssp. minor,Dicot,,,,,,NULL
RHNA,Rhexia nashii,Dicot,,,,,,NULL
RHNI,Rhynchospora nitens,Monocot,,,,,,NULL
RHNI2,Rhynchospora nivea,Monocot,,,,,,NULL
RHNU2,Rhexia nuttallii,Dicot,,,,,,NULL
RHOB,Rhododendron oblongifolium,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhob_001_shp.jpg
RHOC,Rhododendron occidentale,Dicot,White,Green,Coarse,Black,Erect,http://plants.usda.gov/gallery/standard/rhoc_001_shp.jpg
RHOCO,Rhododendron occidentale var. occidentale,Dicot,,,,,,NULL
RHOCP,Rhododendron occidentale var. paludosum,Dicot,,,,,,NULL
RHOCS,Rhododendron occidentale var. sonomense,Dicot,,,,,,NULL
RHOD,Rhynchospora odorata,Monocot,,,,,,NULL
RHODA,Rhodanthe,Dicot,,,,,,NULL
RHODI,Rhodiola,Dicot,,,,,,NULL
RHODO,Rhododendron,Dicot,,,,,,http://plants.usda.gov/gallery/standard/rhodo_001_shp.jpg
RHODO2,Rhodomyrtus,Dicot,,,,,,NULL
RHODO3,Rhodotypos,Dicot,,,,,,NULL
RHODO4,Rhododon,Dicot,,,,,,NULL
RHODO5,Rhodobryum,Moss,,,,,,NULL
RHOL,Rhynchospora oligantha,Monocot,,,,,,NULL
RHOV,Rhus ovata,Dicot,White,Green,Coarse,Red,Semi-Erect,http://plants.usda.gov/gallery/standard/rhov_001_shp.jpg
RHPA,Rhynchospora pallida,Monocot,,,,,,NULL
